Run;bestKey;bestValue;obj1;obj2;obj3;obj4;obj5;algName;problemName;fitness
18;0.9596897293113785_0.9482906540926639_0.0033394367570075863_0.9761776919375658_0.9947458077690892_0.09885433144918168_9.926891816096523E-8_0.0016601080585104343_7.12402862502914E-4_0.5656576711150646_0.41993834754660536_0.012031470417316717;40;-0.128182107996603;-0.19999999999999996;0.4748203002574559;3.608462196439915E-4;0.9966605632429925;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.04942721535904993
18;0.989781559141886_0.8542196652902231_0.004704352115868583_0.03648331997832184_0.4199011950248865_0.14052762036386374_0.012802236276615586_0.16521386869593235_0.02816644893085803_0.3878688600267563_0.27659889132188303_0.1421519310245702;25;0.332660874992449;-0.4;0.4571718975820363;-0.04133920502831003;0.9952956478841314;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.1405276203638638
18;0.9467448080032064_0.31142855785969215_5.24534551957093E-6_0.9221529137598535_5.636665876179725E-4_0.15071953167163293_0.5537746648401555_0.32036030921510594_0.3163973472364899_0.027554798979905995_0.020056234334266006_0.31563131023423213;43;0.7908928772431462;-0.8;0.24084716440092296;0.012830450203494853;0.9999947546544804;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-2.390030747700646E-4
18;0.9987678520675771_0.652392136319937_0.010042430774752774_0.04315594042481966_0.7098818579617878_0.0021899872873808726_0.9984340332080406_0.004285077497767962_0.0012209320822723986_0.09468260762544718_0.48115286204317415_0.41865852075133836;23;0.01557489344412033;0.19999999999999996;0.5548862202980644;-0.45971302351051274;0.9899575692252472;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.002189987287380873
19;0.9924910015127885_0.22830885764491926_0.7116464484475868_0.12608269336140607_0.1263822852413336_0.9869654935767342_0.8719402501943481_0.00360516872123172_0.2993699750700896_0.28999632928748953_0.2877733868653689_0.11925514005582032;24;0.27349390977128585;0.0;0.36522378968402386;0.29073447189645824;0.28835355155241316;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.2993699750700898
19;0.9956898124590221_0.8424303217553608_0.015530792671776636_0.08575715380281124_0.20280705186806275_0.9366271201838182_5.809098713147054E-5_0.03090890946825713_0.07953805726928023_0.5984931224671081_0.03991909750921659_0.2511408132861378;27;-0.42884944463234986;-0.8;0.8657085656680701;0.5726260653908924;0.9844692073282234;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-5.809098713147054E-5
19;0.7973458783768566_0.6978726748535758_2.4282302834226915E-5_0.024634438805821557_0.7497189963280607_0.5555185427913791_2.0840439977475728E-4_0.008578201281555543_0.016116750237296636_0.5748111307354388_0.3267935029132792_0.07370041483242992;61;0.2386393211948774;-1.0;0.5021477317383745;0.06312174124399247;0.9999757176971658;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.17911963778242831
19;0.9925090999967475_0.614418304432514_5.802262693662677E-6_0.012820677268119834_0.7001622811406067_0.6419074178878538_0.051057363078025_0.5244655845120927_0.03401128377200961_0.01855786623972868_0.20671205575965246_0.21625320971651663;40;0.02871709239268716;-0.6;0.6117415802132044;0.5506878308406159;0.9999941977373064;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.24912419883115827
20;0.9813902780313393_0.9797994401129171_0.2879442569650179_0.003200553281017579_0.007834770475172032_0.7146827504077226_0.007423807721990936_0.04933176382396493_0.24767388849518143_0.26268423229154725_0.2623099204541295_0.17800019493517688;23;0.006774509895705605;0.0;0.6022125168161232;0.26828530916387827;0.7120557430349821;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.003200553281017579
20;0.997108388071808_0.4463139864400876_0.16207656908985738_0.08045862883580518_0.489906176114544_0.1725572194657387_0.005630339010992358_0.1882450041270677_0.01745776027150665_0.37291534846451707_0.002653191268600772_0.4187286958683077;45;-0.12176468095198612;0.3999999999999999;0.7521759794154921;0.02819353669616666;0.8379234309101427;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.2764962872801569
20;0.9589849609502177_0.870335776899675_0.9753241800971948_6.208629789560549E-4_0.8154776409760726_0.248469449009749_0.646422988347529_0.728844643853887_0.10673880722663087_0.08716626183422595_0.06326877148350134_0.013981515601754844;36;0.3890314770404657;0.19999999999999996;0.4132558433460359;0.1016728667728998;0.024675819902805207;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.3647327534164211
20;0.9934598984435512_0.7579866485670399_6.3769539617175575E-6_0.3430709248090536_0.9483269544593425_0.5527154503269175_7.85164077004085E-4_0.004210518935484534_0.03528889157723056_0.4606895765578571_0.4226852317866111_0.07712578114281674;25;0.006857246551576601;-0.4;0.5495632935252295;-0.014425450401063623;0.9999936230460382;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-6.3769539617175575E-6
21;0.98943340582986_0.7574015562292364_0.7852040829224154_0.17821202981242867_0.18502923765224555_0.411251332060064_0.044434871663427335_0.0060701571470846635_4.5386483729806655E-4_0.09915529944784485_0.1685449030862111_0.7257757754815612;27;-0.46724271326889966;-0.8;0.8979854402258389;-0.021803219266301414;0.2147959170775846;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.7257757754815617
21;0.9998947407401256_0.9497871259089322_0.007656871538036361_0.006416774574670655_4.5509882282590564E-4_0.4387726827540194_6.43274017321135E-4_0.4693587304923397_0.08984558631225102_0.29819655953709856_0.03154794485901836_0.11105117879929234;23;0.39450259641802354;-0.4;0.45045302212303745;0.3122886250193175;0.9923431284619636;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.46935873049233995
21;0.9479504901076882_0.9503666928788495_5.3555380822880444E-5_0.03549537662517091_0.13962002437654486_0.5666500195117437_0.9961146966712751_0.2555898982875008_0.21269516497861338_0.24463372937269504_0.05412262375635287_0.23295858360483784;24;0.5782933604927305;0.19999999999999996;0.3073364053601284;0.2607462554820009;0.9999464446191771;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-5.3555380822880444E-5
21;0.9995457641751406_0.9912389605108601_0.042064167114537976_0.18300140177561844_0.42237641052945785_0.02084427652491791_0.8456788535975414_0.17823183797374947_0.0032545559316462104_0.37059466724534595_0.15270325484705838_0.29521568400220005;25;0.6659423827992185;-0.8;0.28958396084622634;0.17159355519484082;0.957935832885462;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.020844276524917923
22;0.9195994876351803_0.8100536179131685_4.776946270571605E-6_0.9920788354560958_0.7211893360698058_0.0015440845677898917_3.417237264481567E-5_0.04692947645377492_0.0017019686632022643_0.393851088592963_0.1017076006637943_0.4558098656262654;23;-0.3381214834363768;-0.6;0.6632226721438246;-0.03708823224724824;0.9999952230537295;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.0015440845677898924
22;0.9662539740050651_0.8468518641559932_0.0168111931813679_0.010903181621404264_0.013739816477780695_0.4264837823987132_0.009623735998575073_0.07114632134588876_0.3647763441605426_0.4116696416531048_0.013542766039065039_0.1388649268013988;23;0.3416554470619846;0.6000000000000001;0.45985925697071334;0.4097550568120884;0.9831888068186321;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.36477634416054266
22;0.9076756763162281_0.9824208067466679_0.5847691731118836_0.29641753128379006_0.2880938278603451_0.9567655545882235_9.39875349931738E-5_0.0686121504993604_1.6174254882672816E-4_0.49781289327003975_0.41258766982423895_0.020825543857534115;26;0.18054605609752228;-0.8;0.3826206867148526;0.38577295647718457;0.4152308268881164;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.4978128932700395
22;0.9426982400239174_0.5392190394509618_0.0038863400749509225_2.7985292494753927E-4_0.7452437317791523_0.9896559615458365_0.8125581005612696_0.03190478195990195_0.009507543271341469_0.4226810293932212_0.3385818474573328_0.19732479791820254;27;0.7752155785176817;0.0;0.29081539953125213;0.0023286538740470257;0.9961136599250491;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-2.7985292494753927E-4
23;0.9254078967210354_0.40994312372181463_0.26580609835431157_0.5867517924988404_0.5414192838760338_0.008175176076685803_0.9254532773207037_0.5543967059932238_0.0017324823418155937_0.06160962527353131_0.10702390067607465_0.2752372857153547;46;0.3199197935274426;-0.6;0.36212935844754257;0.5604466819369172;0.7341939016456884;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.2575371788646702
23;0.9593401666315811_0.9343675926376689_0.012098038515936908_0.0035321056552970846_0.02310557386059281_0.3512281821817336_4.450199621065798E-7_0.3287874098324928_0.05280550752842589_0.3311825957794754_0.021778232221621292_0.26544625463798455;24;0.25689987065206876;-0.4;0.5391907151908993;0.2945578546006104;0.9879019614840631;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-4.450199621065798E-7
23;0.9116120542697063_0.2135487801441581_0.026535769738029014_0.0911539691094099_0.5231228419443663_0.20839517940182808_0.11882837750501206_0.5795642606251287_0.14206000965699014_0.013716724634213319_0.07996992289280958_0.1846890821908582;23;0.6230103771325486;0.0;0.3118206967247656;0.5695783419017932;0.9734642302619709;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.5795642606251284
23;0.9731207922622526_0.7074284438295406_0.0034266811730122027_0.7268775439345662_0.6470406677067789_0.7225362025773703_0.0013623438031163887_0.004729594564331244_0.01720053079863569_0.5073438975287214_0.3375067321613616_0.13321924494695003;25;-0.24573544563964012;-0.8;0.7048051052396133;0.09719510722878118;0.9965733188269879;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.5073438975287217
24;0.9604126213566919_0.5403881829669307_6.270879287214032E-12_0.16123659516877864_0.9971408940747859_0.9999962564964668_0.04618417605490591_3.4862520243404043E-4_0.0031025919759181285_0.37089209053290967_0.2786395426142755_0.34701714967446273;26;-0.38051111728768006;-0.6;0.858754741060954;0.0919225441271973;0.9999999999937291;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-6.270879287214032E-12
24;0.906751078926442_0.8631437444098456_0.17842202225410791_0.006389643275773585_0.11359852769756093_0.24696405442429026_0.9979885910780931_0.3046942065030713_0.017372295539571384_0.17469214855097917_0.2513829388882765_0.2518584105181016;24;0.6340848288560478;-1.0;0.284602453856196;0.11057572377799942;0.821577977745892;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.30469420650307116
24;0.789856089185758_0.9055522606638687_0.009189885810555437_0.9811450599629626_0.9933991109819835_1.4580534634668152E-4_0.7318020579987505_0.001499955566044316_0.6635537400813526_3.550382647119318E-4_0.16902360093361016_0.16556766515428092;41;0.00932254062595439;0.3999999999999999;0.4441168275078785;0.6881985449185714;0.9908101141894445;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.3399401133813494
24;0.9982213998433123_0.7909112102477075_0.0031711593229288293_0.05528263721107621_0.9274992262900756_5.87661892692326E-4_0.5016824363205932_2.867579369523425E-4_0.018196185449023003_0.6006003057593012_0.10865542226371179_0.2722613285910117;32;0.4209669316091036;-0.4;0.3128867618276959;0.022406809334025442;0.9968288406770711;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.2818435887051656
25;0.9973788751045578_0.9660593999580953_0.7022523443411299_0.9437320179107774_0.4253507861117945_0.40347319442963764_2.907617361806874E-6_0.002138266537404516_8.551122454622988E-4_0.8029062022667501_0.08072541030546078_0.11337500864492214;26;-0.14223173679044065;0.19999999999999996;0.5882408004277205;0.4153998725596622;0.29774765565887007;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.8029062022667506
25;0.9985390776604964_0.9390853637927338_0.0022242407359361295_0.006703038847461168_0.016348968170456144_0.29374242959135355_0.0894586731618263_0.4800648772001804_0.009363291506473758_0.31541499446684135_0.05935064164859197_0.13580619517791248;26;0.8004584002236563;0.8;0.24134580790341273;0.07676905964860298;0.9977757592640639;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.4800648772001802
25;0.9984046629723832_0.8194420052840536_0.001131498392106427_0.9558609847517084_0.9235662527368472_3.08159155314124E-5_0.9921439511948094_0.004085637967602157_0.0047606972072940824_0.13224154161065865_0.723780612606712_0.13513151060773326;22;-0.2747361147384395;0.19999999999999996;0.7432109881899094;-0.06531304246691093;0.9988685016078935;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.7237806126067118
25;0.9808802292660523_0.836186482933252_0.0011351195838640304_0.6954696489061508_0.9096531572438874_0.0016617674842194924_0.8170435000190079_0.0034116880551580716_0.555360919185332_0.14756929382969278_0.004033666094201456_0.28962443283561556;34;0.370042359948358;-0.6;0.3677974907832477;-0.1517855204975133;0.998864880416136;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.311081881670135
26;0.9757728866193461_0.45996686957710453_0.03809038079100924_0.9462887102278893_0.998821886166702_0.4039343769841_6.729494584538441E-7_1.6778070592490032E-4_1.849085143335049E-4_0.6634303586183139_0.2604710437658014_0.07574590839562638;24;-0.08886900893400562;-0.8;0.5696938033810839;-0.016826055316587166;0.9619096192089908;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-6.729494584538441E-7
26;0.985479209379827_0.9600118559294198_9.605565485278338E-5_0.9777488554297924_0.7909672947001004_0.0812990433996888_0.6339685861331756_0.10238130830218059_0.39795795439445564_0.020040436662811207_0.11333584830582895_0.3662844523347236;27;0.3782739917799962;-0.6;0.3344133274757765;-0.036603941170372585;0.9999039443451472;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-9.605565485278338E-5
26;0.9609926380840859_0.9395658675626786_0.3588526130747005_0.9143819679428531_0.32242377409677137_2.4133407834411543E-4_0.7513702672515542_1.6925847426951286E-4_0.5844955501022991_3.1906916831718187E-4_0.3435777196099565_0.07143840264515762;25;0.09289677591778256;0.0;0.46285980955122713;0.43638929207233723;0.6411473869252995;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.5844955501022988
26;0.9677884565969797_0.9747538582181241_8.691921627426605E-5_0.42929341150814826_0.9544639936777132_0.10636754398526369_0.030201175673809644_0.0051819578482821755_0.0045467430290571246_0.3657326948644852_0.2526197073250767_0.37191889693309876;28;-0.29868438533474073;-0.6;0.6749578752158163;-0.07895361881118262;0.9999130807837258;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-8.691921627426607E-5
27;0.9879203174497753_0.9558011157668922_0.029327359494339234_0.012271815369525416_0.027835934775699206_0.3095609267899966_0.009137602508384284_0.39453175220875564_0.032604817658863736_0.049318005119480875_0.3448839116429991_0.17866151336990063;35;0.4787775730331657;-1.0;0.44290838490092155;0.3072404432862254;0.9706726405056607;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.22689937852507258
27;0.9748267301453217_0.9930934157667429_0.003584042221001663_0.00470336053138862_0.0077611637714060065_0.30617241421485286_0.07327850902774703_0.4541792908818168_0.015700790931662656_0.2701085335678875_0.10247560828053862_0.15753577633809437;25;0.7746742948539449;-0.8;0.26498654119700715;0.27126266674139976;0.9964159577789984;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.4541792908818168
27;0.002273229513745475_0.8093029512293044_0.0029828562183964067_5.170083891944399E-4_0.9663553682255224_0.9892460477912833_0.9971346241634307_0.44220290639742565_0.4007542028167614_0.1441490883077699_0.0014062626651467464_0.011487539812896297;28;0.061265610270255344;-1.0;0.4080480927608052;0.4183118431374749;0.9970171437816036;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.4422029063974259
27;0.9814836706699264_0.9268491834874073_0.9968869511850431_5.442284528346863E-4_0.8823595856773909_0.06357506311849709_0.9862836230104539_0.22889754916572339_0.29911085126798276_0.11948472038391668_0.17575444498303264_0.1767524341993447;28;0.40267186684234935;-0.19999999999999996;0.37069687949515606;0.3139577089990789;0.003113048814956887;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-5.442284528346866E-4
28;0.9996880152925782_0.0017520141856603444_0.21218627941531698_0.11665750688643794_0.07031820685590995_0.6517782616514631_0.5168600341963212_0.005497050096342888_0.5153931474648957_0.13399572529694914_0.04181759314182809_0.3032964839999841;24;0.3834052814961385;0.0;0.3075341806259502;0.09229331389121975;0.787813720584683;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.5153931474648955
28;0.9917638065678867_0.39013330964200543_0.008813604935085973_0.08843933092039358_0.5919485371813238_0.1365123300535962_0.17760252166936386_0.15886448985386864_0.04187210670813884_0.4022227401120758_0.1164476055473935_0.2805930577785232;24;0.6827674403589556;0.0;0.323863538486256;1.0071524118244472E-4;0.991186395064914;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.1365123300535962
28;0.9353054691555456_0.9451434624930612_0.9431706704326546_0.0011972265129143317_0.7759786266122934_0.5281254884897268_0.016983434217666873_0.008488470795319194_0.059535387792294364_0.012768508505762739_0.3852444321922424_0.5339632007143812;24;-0.5569882196597453;0.0;0.951222072879606;-0.1398490167886535;0.05682932956734543;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.5339632007143814
28;0.9998774860405444_0.951541434541731_0.2732762144680766_0.0990949135925216_0.5831309973603302_0.015791888731245166_0.9988175388157575_0.010273984076541787_0.6439477211122798_0.050869963066308234_0.23604502158784002_0.05886331015703008;46;-0.07011869463428466;0.19999999999999996;0.5078366027694369;0.6700686145651019;0.7267237855319234;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.3298698049217625
29;0.989745660586294_0.45238173342911725_0.6075638113968439_0.7375635619005254_0.3407026575495281_0.9748936264420727_0.4488354000183361_0.04868632702655376_0.04718393949344747_0.6470298485558196_0.03983934956227011_0.21726053536190906;23;0.011376199813605714;1.0;0.4736294179484425;-0.0865571963923748;0.3924361886031561;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.6470298485558194
29;0.9379975102341249_0.34252558752814577_0.009208964138071025_0.29885306849013904_8.144464746120961E-5_0.5394690009569_0.663313488258232_0.26976896175646625_0.2076231361156398_0.2049927094247481_0.26264280697999376_0.054972385723152176;26;0.7149199377599145;-1.0;0.2780021446919439;0.22856943786970707;0.990791035861929;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-8.144464746120961E-5
29;0.9996835914443235_0.9998186044304486_0.9309508641015174_0.8423785751426751_0.5590828923835932_0.9670200393398221_0.010425978367220798_0.00551141863647883_0.02720203142195652_0.5463172875247765_0.12646497497142256_0.2945042874453656;25;-0.5362724562185264;-0.8;0.9324852486417164;0.4674108444406807;0.0690491358984826;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.5463172875247762
29;0.9977861696536195_0.95268985812228_0.003701272580399162_0.08081665811420877_0.24517868226858797_0.15574000938001242_0.45572253525130263_0.002804975573927754_0.004786496298595877_0.008884631890867623_0.038733363545375626_0.944790532691233;26;-0.29862485288155627;-0.19999999999999996;0.7922413417408878;-0.0065390117568960215;0.9962987274196008;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.9447905326912328
30;0.9091028686158416_0.801309217188748_0.4534443359616558_0.08636576337361081_0.675793151917932_0.914976370374313_7.752116794740305E-6_0.02756352453518521_0.21518189682244052_0.2898277606338572_0.19414039481878034_0.2732864231897367;26;-0.44716604778810587;-0.4;0.8962768396972589;0.19999736049397476;0.5465556640383442;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-7.752116794740305E-6
30;0.9163794386606541_0.8134952788042826_0.0983167525477883_0.015080403156249034_0.005296951331250251_0.3438854379349138_1.644923972467022E-4_0.35639272336200345_0.004138827294611946_0.3810056740384435_0.18378015945452933_0.0746826158504118;44;0.5031429988537736;0.0;0.4120430345259624;0.3902255031248169;0.9016832474522117;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.19924056461878123
30;0.9710987676671243_0.3514579322382906_1.5416072448124407E-5_0.23697193931034766_0.9264931912519364_5.529079897705463E-4_0.9950155559585613_6.209649744670217E-4_0.38482557951218316_7.855132782554982E-5_0.24835971148751163_0.36611519269801257;45;0.10386319267564115;1.0;0.43969946065377774;0.39773040144670735;0.9999845839275519;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-2.7818989869464185E-4
30;0.9862932235187052_0.9926395317138048_0.40540137107419266_0.06690585467297644_0.04913963731599115_0.9783496077604961_0.38363721361031733_0.5449879773462545_0.025642650639226154_0.01609711156924338_0.05787555695240806_0.35539670349286806;26;0.26990588837307683;0.0;0.4139282404869669;0.5421582019662955;0.5945986289258074;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.5449879773462545
